scenario_id,scenario_path,ego_id,rule,repairer_type,planner,constraint_mode,sat_solver_mode,extend_acceleration_reference_path,attempted_smt_configurations,success,iterations,successful_repair_mode,deceleration_iterations,acceleration_iterations,tv,tc,updated_tv,domain_dict_size,predicate_value_estimate_time,vp_planning_time,constraint_extract_time,sat_solve_time,domain_dict_time,sat_time,clcs_time,constraint_extraction_time,constraint_conversion_time,lp_time,trajectory_build_time,tc_search_time,reach_set_time,optimization_time,core_total_time,wall_time,error
DEU_AachenBendplatz-1_155320_T-5339,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenBendplatz-1_155320_T-5339.xml,10335,R_IN1,vp,2,1,domain_dpll,False,,True,1,deceleration,1,0,4,0,inf,2,0.0009853839874267,0.0037043094635009,0.0012102127075195,0.0001254081726074,0.0009853839874267,0.0001254081726074,0.0014436244964599,0.0008206367492675,0.0003895759582519,0.0031945705413818,0.0005097389221191,0.0,0.0,0.0,0.0060253143310546,0.8406355381011963,
DEU_AachenBendplatz-1_75140_T-5159,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenBendplatz-1_75140_T-5159.xml,10203,R_IN1,vp,2,1,domain_dpll,False,,True,1,deceleration,1,0,2,0,inf,2,0.0003871917724609,0.0037043094635009,0.0005645751953125,9.870529174804688e-05,0.0003871917724609,9.870529174804688e-05,0.0008988380432128,0.000230073928833,0.0003345012664794,0.0034406185150146,0.0002636909484863,0.0,0.0,0.0,0.0047547817230224,0.8483638763427734,
DEU_AachenBendplatz-1_171600_T-1619,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenBendplatz-1_171600_T-1619.xml,10125,R_IN1,vp,2,1,domain_dpll,False,,True,1,deceleration,1,0,2,0,inf,2,0.0008008480072021,0.0037603378295898,0.0009379386901855,0.000126838684082,0.0008008480072021,0.000126838684082,0.0013144016265869,0.0005488395690917,0.0003890991210937,0.0035035610198974,0.0002567768096923,0.0,0.0,0.0,0.0056259632110595,0.8472795486450195,
DEU_AachenBendplatz-1_124700_T-4719,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenBendplatz-1_124700_T-4719.xml,10320,R_IN1,vp,2,1,domain_dpll,False,,True,1,deceleration,1,0,2,0,inf,2,0.0009546279907226,0.0040216445922851,0.0011112689971923,0.0001349449157714,0.0009546279907226,0.0001349449157714,0.0014197826385498,0.0007166862487792,0.000394582748413,0.0037605762481689,0.0002610683441162,0.0,0.0,0.0,0.0062224864959716,0.788154125213623,
DEU_AachenBendplatz-1_12700_T-719,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenBendplatz-1_12700_T-719.xml,10035,R_IN1,vp,2,1,domain_dpll,False,,True,1,deceleration,1,0,4,0,inf,2,0.0020527839660644,0.0040829181671142,0.0021901130676269,9.393692016601562e-05,0.0020527839660644,9.393692016601562e-05,0.0021023750305175,0.001835823059082,0.0003542900085449,0.0038549900054931,0.000227928161621,0.0,0.0,0.0,0.0084197521209716,0.7934989929199219,
DEU_AachenBendplatz-1_162800_T-2819,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenBendplatz-1_162800_T-2819.xml,10214,R_IN1,vp,2,1,domain_dpll,False,,True,1,deceleration,1,0,4,0,inf,2,0.0017364025115966,0.0039036273956298,0.0019688606262207,0.0001006126403808,0.0017364025115966,0.0001006126403808,0.0019960403442382,0.0015325546264648,0.0004363059997558,0.0036303997039794,0.0002732276916503,0.0,0.0,0.0,0.0077095031738281,0.8163650035858154,
DEU_AachenBendplatz-1_134900_T-4919,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenBendplatz-1_134900_T-4919.xml,10351,R_IN1,vp,2,1,domain_dpll,False,,True,1,deceleration,1,0,5,0,inf,2,0.0011286735534667,0.0036437511444091,0.0011951923370361,0.0001196861267089,0.0011286735534667,0.0001196861267089,0.0015561580657958,0.0008807182312011,0.0003144741058349,0.0033957958221435,0.0002479553222656,0.0,0.0,0.0,0.006087303161621,0.9072399139404296,
DEU_AachenBendplatz-1_172260_T-2279,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenBendplatz-1_172260_T-2279.xml,10176,R_IN1,vp,2,1,domain_dpll,False,,True,1,deceleration,1,0,4,0,inf,2,0.0015764236450195,0.0046737194061279,0.0017993450164794,0.000101089477539,0.0015764236450195,0.000101089477539,0.0019021034240722,0.001399278640747,0.0004000663757324,0.0044014453887939,0.0002722740173339,0.0,0.0,0.0,0.008150577545166,1.0895664691925049,
DEU_AachenBendplatz-1_123940_T-3959,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenBendplatz-1_123940_T-3959.xml,10258,R_IN1,vp,2,1,domain_dpll,False,,True,1,deceleration,1,0,4,0,inf,2,0.0016417503356933,0.0042741298675537,0.0018599033355712,0.0001251697540283,0.0016417503356933,0.0001251697540283,0.0018227100372314,0.0014595985412597,0.0004003047943115,0.0039229393005371,0.0003511905670166,0.0,0.0,0.0,0.0079009532928466,1.0824506282806396,
DEU_AachenBendplatz-1_85160_T-5179,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenBendplatz-1_85160_T-5179.xml,10405,R_IN1,vp,2,1,domain_dpll,False,,True,1,deceleration,1,0,5,0,inf,2,0.000910997390747,0.0038971900939941,0.0010733604431152,0.0001001358032226,0.000910997390747,0.0001001358032226,0.0014500617980957,0.0007102489471435,0.0003631114959716,0.0034847259521484,0.0004124641418457,0.0,0.0,0.0,0.0059816837310791,0.8122704029083252,
