scenario_id,ego_id,rule_STL
DEU_LocationALower-41_27_T-1,17,R_G1
DEU_LocationALower-41_27_T-1,21,R_G1
DEU_LocationALower-42_5_T-1,12,R_G1
DEU_LocationALower-42_5_T-1,13,R_G1
DEU_LocationAUpper-31_26_T-1,23,R_G1
DEU_LocationAUpper-31_26_T-1,29,R_G1
DEU_LocationAUpper-31_26_T-1,30,R_G1
DEU_LocationEUpper-16_40_T-1,10,R_G1
DEU_LocationALower-47_37_T-1,13,R_G1
DEU_LocationAUpper-45_5_T-1,6,R_G1
DEU_LocationAUpper-45_5_T-1,7,R_G1
DEU_LocationAUpper-45_5_T-1,15,R_G1
DEU_LocationAUpper-14_1_T-1,6,R_G1
DEU_LocationALower-44_47_T-1,14,R_G1
DEU_LocationALower-44_47_T-1,15,R_G1
DEU_LocationALower-44_47_T-1,20,R_G1
DEU_LocationAUpper-52_30_T-1,13,R_G1
DEU_LocationAUpper-52_30_T-1,15,R_G1
DEU_LocationAUpper-52_30_T-1,22,R_G1
DEU_LocationAUpper-52_30_T-1,23,R_G1
DEU_LocationAUpper-52_30_T-1,24,R_G1
DEU_LocationALower-35_51_T-1,12,R_G1
DEU_LocationAUpper-48_8_T-1,10,R_G1
DEU_LocationAUpper-48_8_T-1,20,R_G1
DEU_LocationAUpper-26_47_T-1,13,R_G1
DEU_LocationAUpper-42_24_T-1,19,R_G1
DEU_LocationALower-41_22_T-1,9,R_G1
DEU_LocationALower-41_22_T-1,17,R_G1
DEU_LocationALower-41_22_T-1,21,R_G1
DEU_LocationALower-41_22_T-1,26,R_G1
DEU_LocationALower-41_22_T-1,28,R_G1
DEU_LocationALower-14_9_T-1,12,R_G1
DEU_LocationALower-14_9_T-1,17,R_G1
DEU_LocationALower-14_9_T-1,18,R_G1
DEU_LocationALower-14_9_T-1,23,R_G1
DEU_LocationALower-14_9_T-1,26,R_G1
DEU_LocationAUpper-47_35_T-1,16,R_G1
DEU_LocationAUpper-47_35_T-1,17,R_G1
DEU_LocationAUpper-47_35_T-1,23,R_G1
DEU_LocationCUpper-6_9_T-1,10,R_G1
DEU_LocationBUpper-2_46_T-1,9,R_G1
DEU_LocationBUpper-2_46_T-1,10,R_G1
DEU_LocationBUpper-2_46_T-1,14,R_G1
DEU_LocationBUpper-2_46_T-1,15,R_G1
DEU_LocationAUpper-27_26_T-1,12,R_G1
DEU_LocationAUpper-27_26_T-1,13,R_G1
DEU_LocationALower-30_11_T-1,14,R_G1
DEU_LocationDUpper-9_22_T-1,12,R_G1
DEU_LocationEUpper-21_47_T-1,9,R_G1
DEU_LocationCLower-4_22_T-1,9,R_G1
DEU_LocationAUpper-47_43_T-1,8,R_G1
DEU_LocationAUpper-47_43_T-1,10,R_G1
DEU_LocationAUpper-47_43_T-1,15,R_G1
DEU_LocationAUpper-47_43_T-1,21,R_G1
DEU_LocationAUpper-35_38_T-1,11,R_G1
DEU_LocationAUpper-35_38_T-1,12,R_G1
DEU_LocationAUpper-35_38_T-1,13,R_G1
DEU_LocationAUpper-35_38_T-1,14,R_G1
DEU_LocationAUpper-41_16_T-1,7,R_G1
DEU_LocationAUpper-41_16_T-1,15,R_G1
DEU_LocationAUpper-35_23_T-1,16,R_G1
DEU_LocationAUpper-42_6_T-1,13,R_G1
DEU_LocationAUpper-27_15_T-1,16,R_G1
DEU_LocationELower-23_45_T-1,7,R_G1
DEU_LocationFUpper-60_33_T-1,7,R_G1
DEU_LocationFUpper-60_33_T-1,9,R_G1
DEU_LocationFUpper-60_33_T-1,10,R_G1
DEU_LocationCLower-4_17_T-1,8,R_G1
DEU_LocationCLower-4_17_T-1,13,R_G1
DEU_LocationELower-19_47_T-1,6,R_G1
DEU_LocationALower-30_50_T-1,16,R_G1
DEU_LocationALower-32_6_T-1,9,R_G1
DEU_LocationALower-32_6_T-1,18,R_G1
