scenario_id,ego_id,rule_STL
DEU_LocationAUpper-26_50_T-1,8,R_G2
DEU_LocationAUpper-27_20_T-1,19,R_G2
DEU_LocationAUpper-36_54_T-1,20,R_G2
DEU_LocationAUpper-36_54_T-1,25,R_G2
DEU_LocationALower-49_35_T-1,16,R_G2
DEU_LocationAUpper-26_42_T-1,21,R_G2
DEU_LocationALower-34_17_T-1,10,R_G2
DEU_LocationALower-25_56_T-1,6,R_G2
DEU_LocationALower-25_56_T-1,8,R_G2
DEU_LocationALower-25_56_T-1,17,R_G2
DEU_LocationAUpper-26_43_T-1,18,R_G2
DEU_LocationAUpper-26_9_T-1,35,R_G2
DEU_LocationAUpper-26_9_T-1,45,R_G2
DEU_LocationALower-50_26_T-1,9,R_G2
DEU_LocationALower-50_26_T-1,13,R_G2
DEU_LocationAUpper-26_41_T-1,21,R_G2
DEU_LocationAUpper-26_30_T-1,10,R_G2
DEU_LocationAUpper-26_30_T-1,21,R_G2
DEU_LocationALower-27_6_T-1,22,R_G2
DEU_LocationELower-22_5_T-1,6,R_G2
DEU_LocationAUpper-25_23_T-1,24,R_G2
DEU_LocationALower-26_29_T-1,24,R_G2
DEU_LocationAUpper-36_53_T-1,21,R_G2
DEU_LocationALower-35_39_T-1,14,R_G2
DEU_LocationBUpper-2_35_T-1,8,R_G2
DEU_LocationAUpper-36_9_T-1,11,R_G2
DEU_LocationAUpper-36_9_T-1,16,R_G2
DEU_LocationAUpper-36_9_T-1,20,R_G2
DEU_LocationAUpper-26_44_T-1,24,R_G2
DEU_LocationAUpper-12_19_T-1,32,R_G2
DEU_LocationAUpper-25_6_T-1,12,R_G2
DEU_LocationAUpper-31_26_T-1,27,R_G2
DEU_LocationAUpper-31_26_T-1,28,R_G2
DEU_LocationAUpper-26_47_T-1,10,R_G2
DEU_LocationAUpper-26_47_T-1,11,R_G2
DEU_LocationALower-34_11_T-1,9,R_G2
DEU_LocationALower-34_11_T-1,14,R_G2
DEU_LocationALower-34_11_T-1,16,R_G2
DEU_LocationALower-34_11_T-1,17,R_G2
DEU_LocationAUpper-27_20_T-1,19,R_G2
DEU_LocationAUpper-35_1_T-1,5,R_G2
DEU_LocationAUpper-35_1_T-1,7,R_G2
DEU_LocationAUpper-35_1_T-1,9,R_G2
DEU_LocationAUpper-35_1_T-1,10,R_G2
DEU_LocationAUpper-35_1_T-1,12,R_G2
DEU_LocationAUpper-26_49_T-1,21,R_G2
DEU_LocationALower-46_41_T-1,13,R_G2
DEU_LocationAUpper-26_29_T-1,14,R_G2
DEU_LocationAUpper-26_29_T-1,19,R_G2
DEU_LocationAUpper-36_8_T-1,5,R_G2
DEU_LocationAUpper-36_8_T-1,6,R_G2
DEU_LocationAUpper-36_8_T-1,7,R_G2
DEU_LocationAUpper-36_8_T-1,8,R_G2
DEU_LocationAUpper-36_8_T-1,9,R_G2
DEU_LocationAUpper-36_8_T-1,10,R_G2
DEU_LocationAUpper-36_8_T-1,11,R_G2
DEU_LocationAUpper-36_8_T-1,12,R_G2
DEU_LocationAUpper-36_8_T-1,14,R_G2
DEU_LocationAUpper-36_8_T-1,16,R_G2
DEU_LocationAUpper-36_8_T-1,17,R_G2
DEU_LocationAUpper-36_8_T-1,18,R_G2
DEU_LocationAUpper-36_8_T-1,19,R_G2
DEU_LocationAUpper-36_8_T-1,21,R_G2
DEU_LocationALower-33_39_T-1,25,R_G2
DEU_LocationELower-15_33_T-1,8,R_G2
DEU_LocationEUpper-23_33_T-1,7,R_G2
DEU_LocationELower-21_34_T-1,5,R_G2
DEU_LocationELower-21_34_T-1,6,R_G2
DEU_LocationELower-16_20_T-1,8,R_G2
DEU_LocationALower-26_48_T-1,13,R_G2
DEU_LocationALower-26_48_T-1,20,R_G2
DEU_LocationALower-26_48_T-1,25,R_G2
