scenario_id,ego_id,rule_STL
DEU_AachenFrankenburg-1_265260_T-5279,10453,R_IN4
DEU_AachenFrankenburg-1_206020_T-6039,10462,R_IN4
DEU_AachenBendplatz-1_13720_T-739,10057,R_IN4
DEU_AachenFrankenburg-1_2120_T-39,10023,R_IN4
DEU_AachenBendplatz-1_83000_T-3019,10226,R_IN4
DEU_AachenFrankenburg-1_232260_T-2279,10208,R_IN4
DEU_AachenBendplatz-1_92340_T-2359,10140,R_IN4
DEU_AachenFrankenburg-1_264440_T-4459,10391,R_IN4
DEU_AachenBendplatz-1_1740_T-59,10003,R_IN4
DEU_AachenBendplatz-1_15160_T-179,10016,R_IN4
DEU_AachenBendplatz-1_152620_T-2639,10164,R_IN4
DEU_AachenBendplatz-1_8340_T-359,10030,R_IN4
DEU_AachenBendplatz-1_93620_T-3639,10217,R_IN4
DEU_AachenBendplatz-1_163680_T-3699,10267,R_IN4
DEU_AachenFrankenburg-1_265260_T-5279,10453,R_IN4
DEU_AachenBendplatz-1_152620_T-2639,10164,R_IN4
DEU_AachenBendplatz-1_162280_T-2299,10179,R_IN4
DEU_AachenBendplatz-1_131080_T-1099,10082,R_IN4
DEU_AachenBendplatz-1_151160_T-1179,10079,R_IN4
DEU_AachenBendplatz-1_151840_T-1859,10123,R_IN4
DEU_AachenBendplatz-1_152880_T-2899,10190,R_IN4
DEU_AachenBendplatz-1_173820_T-3839,10275,R_IN4
DEU_AachenBendplatz-1_174300_T-4319,10316,R_IN4
DEU_AachenBendplatz-1_72340_T-2359,10096,R_IN4
DEU_AachenBendplatz-1_83420_T-3439,10259,R_IN4
DEU_AachenBendplatz-1_92260_T-2279,10121,R_IN4
